"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0x2686741735766fc2dacb0f8c1dceeac1a9ed5a86351c32e0959fcaa7ee5b0734","12367866","1636053644","2021-11-04 19:20:44","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0x7460cfb2c7bf4fcddae775d8bf6650dc6bb09466","1,213,819,181,941.61605738","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x4cde1c4f662341d6c07356f0e4e0faf04a969077e0c6e8ef1b11cfabc2c5c5aa","12367912","1636053782","2021-11-04 19:23:02","0x873d46ebd95e5237ef93ba67e1b86793eb4c0922","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","39,849,949,253.933607067","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens"
"0xa326d94b83fc5b41a96e68f8b11fc4b3534cc2bc314030fe2206405103942e57","12367921","1636053809","2021-11-04 19:23:29","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa59254bc6aca918b5bb77416955d9fa5ecd9d968","3,791,254,221.822647814","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0xa326d94b83fc5b41a96e68f8b11fc4b3534cc2bc314030fe2206405103942e57","12367921","1636053809","2021-11-04 19:23:29","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xbc91063bc52520966360cfabd2b28ec30b8f93ce","68,962,914,294.953963747","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0xe78ae72858f84f724782c5e1ab940b1cb1db38ca4bd123b916c8d86cd94b6648","12367942","1636053872","2021-11-04 19:24:32","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa59254bc6aca918b5bb77416955d9fa5ecd9d968","3,788,763,960.545745395","Swap Exact ETH For Tokens"
"0xe78ae72858f84f724782c5e1ab940b1cb1db38ca4bd123b916c8d86cd94b6648","12367942","1636053872","2021-11-04 19:24:32","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xd83ec2914fd767c733c5e605ccf42114f6e46060","68,917,616,442.327108743","Swap Exact ETH For Tokens"
"0x8094b3949deb5ec60c75a4a4822b74d86fdc97d63fece1f3f3d068e88a3380ad","12367946","1636053884","2021-11-04 19:24:44","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa59254bc6aca918b5bb77416955d9fa5ecd9d968","8,257,424,183.503363444","Swap Exact ETH For Tokens"
"0x8094b3949deb5ec60c75a4a4822b74d86fdc97d63fece1f3f3d068e88a3380ad","12367946","1636053884","2021-11-04 19:24:44","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xf8b1d17142695e43dde89901a6d682b4a6b820fe","150,202,545,897.926181062","Swap Exact ETH For Tokens"
"0x0620c9bfb9ba9380d0a16655d6cf4fde004eef5bff809d8366ad1928100ca2ab","12367947","1636053887","2021-11-04 19:24:47","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa59254bc6aca918b5bb77416955d9fa5ecd9d968","5,237,641,097.89791652","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x0620c9bfb9ba9380d0a16655d6cf4fde004eef5bff809d8366ad1928100ca2ab","12367947","1636053887","2021-11-04 19:24:47","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xb4ae8f1c74a82c91b5a6f8b79f9ba5f4294b68a0","95,272,691,570.763101518","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x4bac993128f45e87f9655f7e0f4f5d9ea39cd320a530ccc3f1a9f6cda0ba8585","12368003","1636054055","2021-11-04 19:27:35","0x90591ee8ba48c662c8f00d4402de790596b5c775","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","910,329,560,185.04491053","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens"
